Azuay;Chordeleg;Chordeleg
Azuay;Chordeleg;La Unión - Chordeleg
Azuay;Chordeleg;Luis Galarza Orellana
Azuay;Chordeleg;Principal
Azuay;Chordeleg;San Martín de Puzhio
Azuay;Cuenca;Baños - Cuenca
Azuay;Cuenca;Bellavista - Cuenca
Azuay;Cuenca;Cañaribamba
Azuay;Cuenca;Chaucha
Azuay;Cuenca;Checa - Cuenca
Azuay;Cuenca;Chiquintad
Azuay;Cuenca;Cumbe - Cuenca
Azuay;Cuenca;El Batán
Azuay;Cuenca;El Sagrario - Cuenca
Azuay;Cuenca;El Vecino
Azuay;Cuenca;Gil Ramírez Dávalos
Azuay;Cuenca;Hermano Miguel
Azuay;Cuenca;Huaynacápac
Azuay;Cuenca;Llacao
Azuay;Cuenca;Machángara
Azuay;Cuenca;Molleturo
Azuay;Cuenca;Monay
Azuay;Cuenca;Nulti
Azuay;Cuenca;Octavio Cordero
Azuay;Cuenca;Paccha
Azuay;Cuenca;Quingeo
Azuay;Cuenca;Ricaurte - Cuenca
Azuay;Cuenca;San Blas - Cuenca
Azuay;Cuenca;San Joaquín
Azuay;Cuenca;San Sebastián - Cuenca
Azuay;Cuenca;Santa Ana - Cuenca
Azuay;Cuenca;Sayausí
Azuay;Cuenca;Sidcay
Azuay;Cuenca;Sinincay
Azuay;Cuenca;Sucre - Cuenca
Azuay;Cuenca;Tarqui - Cuenca
Azuay;Cuenca;Totoracocha
Azuay;Cuenca;Turi
Azuay;Cuenca;Valle - Cuenca
Azuay;Cuenca;Victoria del Portete
Azuay;Cuenca;Yanuncay
Azuay;El Pan;El Pan
Azuay;El Pan;San Vicente - El Pan
Azuay;Girón;Asunción - Girón
Azuay;Girón;San Gerardo
Azuay;Guachapala;Guachapala
Azuay;Gualaceo;Daniel Córdova
Azuay;Gualaceo;Gualaceo
Azuay;Gualaceo;Jadán
Azuay;Gualaceo;Luis Cordero
Azuay;Gualaceo;Mariano Moreno
Azuay;Gualaceo;Remigio Crespo Toral
Azuay;Gualaceo;San Juan - Gualaceo
Azuay;Gualaceo;Simón Bolívar - Gualaceo
Azuay;Gualaceo;Zhidmad
Azuay;Nabón;Cochapata
Azuay;Nabón;El Progreso - Nabón
Azuay;Nabón;Las Nieves
Azuay;Nabón;Nabón
Azuay;Oña;San Felipe de Oña
Azuay;Oña;Susudel
Azuay;Paute;Bulán
Azuay;Paute;Chicán
Azuay;Paute;Dugdug
Azuay;Paute;El Cabo
Azuay;Paute;Guarainag
Azuay;Paute;Paute
Azuay;Paute;San Cristóbal - Paute
Azuay;Paute;Tomebamba
Azuay;Camilo Ponce Enríquez;Pijilí
Azuay;Camilo Ponce Enríquez;Camilo Ponce Enríquez
Azuay;Pucará;Pucará
Azuay;Pucará;San Rafael de Sharug
Azuay;Sígsig;Cuchil
Azuay;Sígsig;Guel
Azuay;Sígsig;Jima
Azuay;Sígsig;Ludo
Azuay;Sígsig;Sígsig
Azuay;Sígsig;San Bartolomé
Azuay;Sígsig;San José de Raranga
Azuay;San Fernando;Chumblín
Azuay;San Fernando;San Fernando - San Fernando
Azuay;Santa Isabel;Abdón Calderón - Santa Isabel
Azuay;Santa Isabel;Santa Isabel
Azuay;Santa Isabel;Shaglli
Azuay;Sevilla de Oro;Amaluza - Sevilla de Oro
Azuay;Sevilla de Oro;Palmas
Azuay;Sevilla de Oro;Sevilla de Oro
Bolívar;Caluma;Caluma
Bolívar;Chillanes;Chillanes
Bolívar;Chillanes;San José del Tambo
Bolívar;Chimbo;Asunción - Chimbo
Bolívar;Chimbo;Magdalena (Chapacoto)
Bolívar;Chimbo;San José de Chimbo
Bolívar;Chimbo;San Sebastián - Chimbo
Bolívar;Chimbo;Telimbela
Bolívar;Echéandia;Echeandía
Bolívar;Guaranda;Ángel Polibio Chávez
Bolívar;Guaranda;Facundo Vela
Bolívar;Guaranda;Guanujo
Bolívar;Guaranda;Ignacio Veintimilla
Bolívar;Guaranda;Julio E. Moreno
Bolívar;Guaranda;Salinas - Guaranda
Bolívar;Guaranda;San Lorenzo - Guaranda
Bolívar;Guaranda;San Luis de Pambil
Bolívar;Guaranda;San Simón
Bolívar;Guaranda;Santa Fe
Bolívar;Guaranda;Simiátug
Bolívar;Las Naves;Las Mercedes
Bolívar;Las Naves;Las Naves
Bolívar;San Miguel;Balsapamba
Bolívar;San Miguel;Bilován
Bolívar;San Miguel;Régulo de Mora
Bolívar;San Miguel;San Miguel - San Miguel
Bolívar;San Miguel;San Pablo de Atenas
Bolívar;San Miguel;San Vicente - San Miguel
Bolívar;San Miguel;Santiago - San Miguel
Cañar;Azogues;Aurelio Bayas
Cañar;Azogues;Azogues
Cañar;Azogues;Borrero
Cañar;Azogues;Cojitambo
Cañar;Azogues;Guapán
Cañar;Azogues;Javier Loyola
Cañar;Azogues;Luis Cordero
Cañar;Azogues;Pindilig
Cañar;Azogues;Rivera
Cañar;Azogues;San Francisco - Azogues
Cañar;Azogues;San Miguel - Azogues
Cañar;Azogues;Taday
Cañar;Biblián;Biblián
Cañar;Biblián;Jerusalén
Cañar;Biblián;Nazón
Cañar;Biblián;San Francisco de Sageo
Cañar;Biblián;Turupamba
Cañar;Cañar;Cañar
Cañar;Cañar;Chontamarca
Cañar;Cañar;Chorocopte
Cañar;Cañar;Ducur
Cañar;Cañar;General Morales
Cañar;Cañar;Gualleturo
Cañar;Cañar;Honorato Vásquez - Cañar
Cañar;Cañar;Ingapirca
Cañar;Cañar;Juncal
Cañar;Cañar;San Antonio - Cañar
Cañar;Cañar;Ventura
Cañar;Cañar;Zhud
Cañar;Déleg;Déleg
Cañar;Déleg;Solano
Cañar;El Tambo;El Tambo
Cañar;La Troncal;La Troncal
Cañar;La Troncal;Manuel J. Calle
Cañar;La Troncal;Pancho Negro
Cañar;Suscal;Suscal
Carchi;Bolívar - Carchi;Bolívar - Bolívar, Carchi
Carchi;Bolívar - Carchi;García Moreno - Bolívar
Carchi;Bolívar - Carchi;Los Andes - Bolívar
Carchi;Bolívar - Carchi;Monte Olivo
Carchi;Bolívar - Carchi;San Rafael - Bolívar
Carchi;Bolívar - Carchi;San Vicente de Pusir
Carchi;Espejo;27 de Septiembre
Carchi;Espejo;El Angel
Carchi;Espejo;El Goaltal
Carchi;Espejo;La Libertad - Espejo
Carchi;Espejo;San Isidro - Espejo
Carchi;San Pedro de Huaca;Huaca
Carchi;San Pedro de Huaca;Mariscal Sucre - Huaca
Carchi;Mira;Jijón y Caamaño
Carchi;Mira;La Concepción - Mira
Carchi;Mira;La Concepción - Mira
Carchi;Mira;Mira
Carchi;Montúfar;Chitán de Navarrete
Carchi;Montúfar;Cristóbal Colón
Carchi;Montúfar;Fernández Salvador
Carchi;Montúfar;González Suárez - Montúfar
Carchi;Montúfar;La Paz - Montúfar
Carchi;Montúfar;Piartal
Carchi;Montúfar;San Gabriel
Carchi;Montúfar;San José - Montúfar
Carchi;Tulcán;El Carmelo
Carchi;Tulcán;El Chical
Carchi;Tulcán;González Suárez - Tulcán
Carchi;Tulcán;Julio Andrade
Carchi;Tulcán;Maldonado
Carchi;Tulcán;Pioter
Carchi;Tulcán;Santa Martha de Cuba
Carchi;Tulcán;Tobar Donoso
Carchi;Tulcán;Tufiño
Carchi;Tulcán;Tulcán
Carchi;Tulcán;Urbina - Tulcán
Chimborazo;Alausí;Achupallas
Chimborazo;Alausí;Alausí
Chimborazo;Alausí;Guasuntos
Chimborazo;Alausí;Huigra
Chimborazo;Alausí;Multitud
Chimborazo;Alausí;Pistishí
Chimborazo;Alausí;Pumallacta
Chimborazo;Alausí;Sevilla - Alausí
Chimborazo;Alausí;Sibambe
Chimborazo;Alausí;Tixán
Chimborazo;Chambo;Chambo
Chimborazo;Chunchi;Capzol
Chimborazo;Chunchi;Chunchi
Chimborazo;Chunchi;Compud
Chimborazo;Chunchi;Gonzol
Chimborazo;Chunchi;Llagos
Chimborazo;Colta;Cañi
Chimborazo;Colta;Columbe
Chimborazo;Colta;Juan de Velasco
Chimborazo;Colta;Santiago de Quito
Chimborazo;Colta;Sicalpa
Chimborazo;Colta;Villa la Unión
Chimborazo;Cumandá;Cumandá - Cumandá
Chimborazo;Guamote;Cebadas
Chimborazo;Guamote;Guamote
Chimborazo;Guamote;Palmira
Chimborazo;Guano;El Rosario - Guano
Chimborazo;Guano;Guanando
Chimborazo;Guano;Ilapo
Chimborazo;Guano;La Matriz - Guano
Chimborazo;Guano;La Providencia - Guano
Chimborazo;Guano;San Andrés - Guano
Chimborazo;Guano;San Gerardo de Pacaicaguán
Chimborazo;Guano;San Isidro de Patulú
Chimborazo;Guano;San José del Chazo
Chimborazo;Guano;Santa Fe de Galán
Chimborazo;Guano;Valparaiso
Chimborazo;Pallatanga;Pallatanga
Chimborazo;Penipe;Bilbao
Chimborazo;Penipe;El Altar
Chimborazo;Penipe;La Candelaria
Chimborazo;Penipe;Matus
Chimborazo;Penipe;Penipe
Chimborazo;Penipe;Puela
Chimborazo;Penipe;San Antonio de Bayushig
Chimborazo;Riobamba;Cacha
Chimborazo;Riobamba;Calpi
Chimborazo;Riobamba;Cubijíes
Chimborazo;Riobamba;Flores
Chimborazo;Riobamba;Licán
Chimborazo;Riobamba;Licto
Chimborazo;Riobamba;Lizarzaburu
Chimborazo;Riobamba;Maldonado - Riobamba
Chimborazo;Riobamba;Punín
Chimborazo;Riobamba;Pungalá
Chimborazo;Riobamba;Quimiag
Chimborazo;Riobamba;San Juan - Riobamba
Chimborazo;Riobamba;San Luis - Riobamba
Chimborazo;Riobamba;Velasco
Chimborazo;Riobamba;Veloz
Chimborazo;Riobamba;Yaruquíes
Cotopaxi;La Maná;El Carmen - La Maná
Cotopaxi;La Maná;El Triunfo - La Maná
Cotopaxi;La Maná;Guasaganda
Cotopaxi;La Maná;La Maná
Cotopaxi;La Maná;Pucayacu
Cotopaxi;Latacunga;11 de Noviembre (Ilinchisi)
Cotopaxi;Latacunga;Alaques
Cotopaxi;Latacunga;Belisario Quevedo (Guanailín)
Cotopaxi;Latacunga;Eloy Alfaro - Latacunga
Cotopaxi;Latacunga;Guaytacama
Cotopaxi;Latacunga;Ignacio Flores
Cotopaxi;Latacunga;Joseguango Bajo
Cotopaxi;Latacunga;Juan Montalvo - Latacunga
Cotopaxi;Latacunga;La Matriz - Latacunga
Cotopaxi;Latacunga;Mulaló
Cotopaxi;Latacunga;Poaló - Latacunga
Cotopaxi;Latacunga;San Buenaventura
Cotopaxi;Latacunga;San Juan de Pastocalle
Cotopaxi;Latacunga;Tanicuchí
Cotopaxi;Latacunga;Toacaso
Cotopaxi;Pangua;El Corazón
Cotopaxi;Pangua;Moraspungo
Cotopaxi;Pangua;Pinllopata
Cotopaxi;Pangua;Ramón Campaña
Cotopaxi;Pujilí;Angamarca
Cotopaxi;Pujilí;Guangaje
Cotopaxi;Pujilí;La Victoria - Pujilí
Cotopaxi;Pujilí;Pilaló
Cotopaxi;Pujilí;Pujilí
Cotopaxi;Pujilí;Tingo
Cotopaxi;Pujilí;Zumbahua
Cotopaxi;Salcedo;Antonio José Holguín
Cotopaxi;Salcedo;Cusubamba
Cotopaxi;Salcedo;Mulalillo
Cotopaxi;Salcedo;Mulliquindil
Cotopaxi;Salcedo;Pansaleo
Cotopaxi;Salcedo;San Miguel - Salcedo
Cotopaxi;Saquisilí;Canchagua
Cotopaxi;Saquisilí;Chantilín
Cotopaxi;Saquisilí;Cochapamba - Saquisilí
Cotopaxi;Saquisilí;Saquisilí
Cotopaxi;Sigchos;Chugchilán
Cotopaxi;Sigchos;Isinliví
Cotopaxi;Sigchos;Las Pampas
Cotopaxi;Sigchos;Palo Quemado
Cotopaxi;Sigchos;Sigchos
El Oro;Arenillas;Arenillas
El Oro;Arenillas;Carcabón
El Oro;Arenillas;Chacras
El Oro;Arenillas;Palmales
El Oro;Atahualpa;Ayapamba
El Oro;Atahualpa;Cordoncillo
El Oro;Atahualpa;Milagro
El Oro;Atahualpa;Paccha - Atahualpa
El Oro;Atahualpa;San José - Atahualpa
El Oro;Atahualpa;San Juan de Cerro Azul
El Oro;Balsas;Balsas
El Oro;Balsas;Bellamaría - Balsas
El Oro;Chilla;Chilla
El Oro;El Guabo;Barbones
El Oro;El Guabo;El Guabo
El Oro;El Guabo;La Iberia
El Oro;El Guabo;Río Bonito
El Oro;El Guabo;Tendales
El Oro;Huaquillas;Ecuador
El Oro;Huaquillas;El Paraíso
El Oro;Huaquillas;Hualtaco
El Oro;Huaquillas;Milton Reyes
El Oro;Huaquillas;Unión Lojana
El Oro;Las Lajas;El Paraíso - Las Lajas
El Oro;Las Lajas;La Libertad - Las Lajas
El Oro;Las Lajas;La Victoria - Las Lajas
El Oro;Las Lajas;Platanillos
El Oro;Las Lajas;San Isidro - Las Lajas
El Oro;Las Lajas;Valle Hermoso - Las Lajas
El Oro;Machala;El Cambio
El Oro;Machala;El Retiro
El Oro;Machala;La Providencia - Machala
El Oro;Machala;Machala
El Oro;Machala;Nueve de Mayo
El Oro;Machala;Puerto Bolívar - Machala
El Oro;Marcabelí;El Ingenio - Marcabelí
El Oro;Marcabelí;Marcabelí
El Oro;Pasaje;Bolívar - Pasaje
El Oro;Pasaje;Buena Vista - Pasaje
El Oro;Pasaje;Cañaquemada
El Oro;Pasaje;Casacay
El Oro;Pasaje;El Progreso - Pasaje
El Oro;Pasaje;La Peaña
El Oro;Pasaje;Loma de Franco
El Oro;Pasaje;Ochoa León
El Oro;Pasaje;Tres Cerritos
El Oro;Pasaje;Uzhcurrumi
El Oro;Piñas;Capiro
El Oro;Piñas;La Bocana
El Oro;Piñas;La Susaya
El Oro;Piñas;Moromoro
El Oro;Piñas;Piñas Grande
El Oro;Piñas;Piedras
El Oro;Piñas;San Roque - Piñas
El Oro;Piñas;Saracay
El Oro;Portovelo;Curtincapa
El Oro;Portovelo;Morales
El Oro;Portovelo;Portovelo
El Oro;Portovelo;Salatí
El Oro;Santa Rosa;Bellamaría - Santa Rosa
El Oro;Santa Rosa;Bellavista - Santa Rosa
El Oro;Santa Rosa;Jambelí - Santa Rosa
El Oro;Santa Rosa;Jumón
El Oro;Santa Rosa;La Avanzada
El Oro;Santa Rosa;Nuevo Santa Rosa
El Oro;Santa Rosa;Puerto Jelí
El Oro;Santa Rosa;San Antonio - Santa Rosa
El Oro;Santa Rosa;Santa Rosa - Santa Rosa
El Oro;Santa Rosa;Torata
El Oro;Santa Rosa;Victoria - Santa Rosa
El Oro;Zaruma;Abañín
El Oro;Zaruma;Arcapamba
El Oro;Zaruma;Guanazán
El Oro;Zaruma;Guizhaguiña
El Oro;Zaruma;Huertas
El Oro;Zaruma;Malvas
El Oro;Zaruma;Muluncay Grande
El Oro;Zaruma;Salvias
El Oro;Zaruma;Sinsao
El Oro;Zaruma;Zaruma
Loja;Macará;Eloy Alfaro - Macará
Manabí;Montecristi;Eloy Alfaro - Montecristi
Esmeraldas;Atacames;Atacames
Esmeraldas;Atacames;La Unión - Atacames
Esmeraldas;Atacames;Súa
Esmeraldas;Atacames;Tonchigüe
Esmeraldas;Atacames;Tonsupa
Esmeraldas;Eloy Alfaro;Anchayacu
Esmeraldas;Eloy Alfaro;Atahualpa - Eloy Alfaro
Esmeraldas;Eloy Alfaro;Borbón
Esmeraldas;Eloy Alfaro;Colón Eloy de María
Esmeraldas;Eloy Alfaro;La Tola
Esmeraldas;Eloy Alfaro;Luis Vargas Torres
Esmeraldas;Eloy Alfaro;Maldonado - Eloy Alfaro
Esmeraldas;Eloy Alfaro;Pampanal de Bolívar
Esmeraldas;Eloy Alfaro;San Francisco de Onzole
Esmeraldas;Eloy Alfaro;San José de Cayapas
Esmeraldas;Eloy Alfaro;Santo Domingo de los Tsáchilas de Onzole
Esmeraldas;Eloy Alfaro;Selva Alegre - Eloy Alfaro
Esmeraldas;Eloy Alfaro;Telembí
Esmeraldas;Eloy Alfaro;Timbiré
Esmeraldas;Eloy Alfaro;Valdez
Esmeraldas;Esmeraldas;5 de Agosto
Esmeraldas;Esmeraldas;Bartolomé Ruíz
Esmeraldas;Esmeraldas;Camarones
Esmeraldas;Esmeraldas;Chinca
Esmeraldas;Esmeraldas;Crnel. Carlos Concha Torres
Esmeraldas;Esmeraldas;Esmeraldas
Esmeraldas;Esmeraldas;Luis Tello
Esmeraldas;Esmeraldas;Majua
Esmeraldas;Esmeraldas;San Mateo - Esmeraldas
Esmeraldas;Esmeraldas;Simón Plata Torres
Esmeraldas;Esmeraldas;Tabiazo
Esmeraldas;Esmeraldas;Tachina
Esmeraldas;Esmeraldas;Vuelta Larga
Esmeraldas;Muisne;Bolívar - Muisne
Esmeraldas;Muisne;Daule - Muisne
Esmeraldas;Muisne;Galera
Esmeraldas;Muisne;Muisne
Esmeraldas;Muisne;Quingue
Esmeraldas;Muisne;Salima
Esmeraldas;Muisne;San Francisco - Muisne
Esmeraldas;Muisne;San Gregorio
Esmeraldas;Muisne;San José de Chamanga
Esmeraldas;Quinindé;Chura
Esmeraldas;Quinindé;Cube
Esmeraldas;Quinindé;La Unión - Quinindé
Esmeraldas;Quinindé;Malimpia
Esmeraldas;Quinindé;Rosa Zárate
Esmeraldas;Quinindé;Viche
Esmeraldas;Rioverde;Chontaduro
Esmeraldas;Rioverde;Chumundé
Esmeraldas;Rioverde;Lagarto
Esmeraldas;Rioverde;Montalvo - Rioverde
Esmeraldas;Rioverde;Montalvo - Rioverde
Esmeraldas;Rioverde;Rioverde
Esmeraldas;Rioverde;Rocafuerte - Rioverde
Esmeraldas;San Lorenzo;5 de Junio
Esmeraldas;San Lorenzo;Alto Tambo
Esmeraldas;San Lorenzo;Ancón - San Lorenzo
Esmeraldas;San Lorenzo;Calderón - San Lorenzo
Esmeraldas;San Lorenzo;Carondelet
Esmeraldas;San Lorenzo;Concepción - San Lorenzo
Esmeraldas;San Lorenzo;Concepción - San Lorenzo
Esmeraldas;San Lorenzo;Mataje
Esmeraldas;San Lorenzo;San Javier de Cachaví
Esmeraldas;San Lorenzo;San Lorenzo - San Lorenzo
Esmeraldas;San Lorenzo;Santa Rita - San Lorenzo
Esmeraldas;San Lorenzo;Tambillo - San Lorenzo
Esmeraldas;San Lorenzo;Tululbí
Esmeraldas;San Lorenzo;Urbina - San Lorenzo
Galápagos;Isabela;Puerto Villamil
Galápagos;Isabela;Tomás de Berlanga
Galápagos;San Cristóbal;El Progreso - San Cristóbal
Galápagos;San Cristóbal;Isla Floreana
Galápagos;San Cristóbal;Puerto Baquerizo Moreno
Galápagos;Santa Cruz;Bellavista - Santa Cruz
Galápagos;Santa Cruz;Puerto Ayora
Galápagos;Santa Cruz;Santa Rosa - Santa Cruz
Guayas;Alfredo Baquerizo Moreno (Juján);Alfredo Baquerizo Moreno (Juján)
Guayas;Antonio Elizalde;Antonio Elizalde
Guayas;Balao;Balao
Guayas;Balzar;Balzar
Guayas;Colimes;Colimes
Guayas;Colimes;San Jacinto - Colimes
Guayas;Daule;Banife
Guayas;Daule;Bautista Aguirre
Guayas;Daule;Bautista Aguirre
Guayas;Daule;Daule
Guayas;Daule;Emiliano Caicedo
Guayas;Daule;La Aurora
Guayas;Daule;Laurel
Guayas;Daule;Limonal
Guayas;Daule;Los Lojas
Guayas;Daule;Magro
Guayas;Daule;Santa Clara - Daule
Guayas;Daule;Vicente Piedrahita
Guayas;Durán;El Recreo
Guayas;Durán;Eloy Alfaro - Durán
Guayas;El Empalme;El Rosario - El Empalme
Guayas;El Empalme;Guayas
Guayas;El Empalme;Velasco Ibarra
Guayas;El Triunfo;El Triunfo - El Triunfo
Guayas;Guayaquil;Ayacucho - Guayaquil
Guayas;Guayaquil;Bolívar - Guayaquil
Guayas;Guayaquil;Carbo
Guayas;Guayaquil;Chongón
Guayas;Guayaquil;Febres Cordero - Guayaquil
Guayas;Guayaquil;Gómez Rendón
Guayas;Guayaquil;García Moreno - Guayaquil
Guayas;Guayaquil;Letamendi
Guayas;Guayaquil;Morro
Guayas;Guayaquil;Nueve de Octubre
Guayas;Guayaquil;Olmedo - Guayaquil
Guayas;Guayaquil;Pascuales
Guayas;Guayaquil;Posorja
Guayas;Guayaquil;Puná
Guayas;Guayaquil;Roca
Guayas;Guayaquil;Rocafuerte - Guayaquil
Guayas;Guayaquil;Sucre - Guayaquil
Guayas;Guayaquil;Tarqui - Guayaquil
Guayas;Guayaquil;Tenguel
Guayas;Guayaquil;Urdaneta - Guayaquil
Guayas;Guayaquil;Ximena
Guayas;Isidro Ayora;Isidro Ayora
Guayas;Lomas de Sargentillo;Lomas de Sargentillo
Guayas;Marcelino Maridueña;Marcelino Maridueña
Guayas;Milagro;Chirijos - Milagro
Guayas;Milagro;Chobo
Guayas;Milagro;Mariscal Sucre - Milagro
Guayas;Milagro;Milagro - Milagro
Guayas;Milagro;Roberto Astudillo
Guayas;Naranjal;Jesús María
Guayas;Naranjal;Naranjal
Guayas;Naranjal;San Carlos - Naranjal
Guayas;Naranjal;Santa Rosa de Flandes
Guayas;Naranjal;Taura
Guayas;Naranjito;Naranjito
Guayas;Nobol;Narcisa de Jesús
Guayas;Palestina;Palestina
Guayas;Pedro Carbo;Pedro Carbo
Guayas;Pedro Carbo;Sabanilla - Pedro Carbo
Guayas;Pedro Carbo;Valle de la Virgen
Guayas;Playas;General Villamil
Guayas;Salitre;Bocana - Salitre
Guayas;Salitre;Candilejos
Guayas;Salitre;Central
Guayas;Salitre;Junquillal
Guayas;Salitre;La Victoria - Salitre
Guayas;Salitre;Paraíso
Guayas;Salitre;San Mateo - Salitre
Guayas;Salitre;Vernaza
Guayas;Samborondón;La Puntilla
Guayas;Samborondón;Samborondón
Guayas;Samborondón;Tarifa
Guayas;Santa Lucía;Santa Lucía
Guayas;Simón Bolívar;Lorenzo de Garaicoa
Guayas;Simón Bolívar;Simón Bolívar - Simón Bolívar
Guayas;Yaguachi;Pedro Montero
Guayas;Yaguachi;San Jacinto de Yaguachi
Guayas;Yaguachi;Virgen de Fátima
Guayas;Yaguachi;Yaguachi Viejo
Imbabura;Antonio Ante;Andrade Marín (Lourdes)
Imbabura;Antonio Ante;Atuntaqui
Imbabura;Antonio Ante;Imbaya
Imbabura;Antonio Ante;Natabuela
Imbabura;Antonio Ante;San José de Chaltura
Imbabura;Antonio Ante;San Roque - Antonio Ante
Imbabura;Cotacachi;6 de Julio
Imbabura;Cotacachi;Apuela
Imbabura;Cotacachi;García Moreno - Cotacachi
Imbabura;Cotacachi;Imantag
Imbabura;Cotacachi;Peñaherrera
Imbabura;Cotacachi;Plaza Gutiérrez
Imbabura;Cotacachi;Quiroga - Cotacachi
Imbabura;Cotacachi;Sagrario - Cotacachi
Imbabura;Cotacachi;San Francisco - Cotacachi
Imbabura;Cotacachi;Vacas Galindo
Imbabura;Ibarra;Ambuquí
Imbabura;Ibarra;Angochagua
Imbabura;Ibarra;Caranqui
Imbabura;Ibarra;Carolina
Imbabura;Ibarra;Guayaquil de Alpachaca
Imbabura;Ibarra;La Dolorosa
Imbabura;Ibarra;La Esperanza - Ibarra
Imbabura;Ibarra;Lita
Imbabura;Ibarra;Sagrario - Ibarra
Imbabura;Ibarra;Salinas - Ibarra
Imbabura;Ibarra;San Antonio - Ibarra
Imbabura;Ibarra;San Francisco - Ibarra
Imbabura;Mira;Juan Montalvo - Mira
Imbabura;Otavalo;El Jordán
Imbabura;Otavalo;Eugenio Espejo
Imbabura;Otavalo;González Suárez - Otavalo
Imbabura;Otavalo;Miguel Egas
Imbabura;Otavalo;Pataquí
Imbabura;Otavalo;San José de Quichinche
Imbabura;Otavalo;San Juan de Ilumán
Imbabura;Otavalo;San Luis - Otavalo
Imbabura;Otavalo;San Pablo - Otavalo
Imbabura;Otavalo;San Rafael - Otavalo
Imbabura;Otavalo;Selva Alegre - Otavalo
Imbabura;Pimampiro;Chugá
Imbabura;Pimampiro;Mariano Acosta
Imbabura;Pimampiro;Pimampiro
Imbabura;Pimampiro;San Francisco de Sigsipamba
Imbabura;Urcuquí;Cahuasquí
Imbabura;Urcuquí;La Merced de Buenos Aires
Imbabura;Urcuquí;Pablo Arenas
Imbabura;Urcuquí;San Blas - Urcuquí
Imbabura;Urcuquí;Tumbabiro
Imbabura;Urcuquí;Urcuquí
Loja;Calvas;Cariamanga
Loja;Calvas;Chile - Loja
Loja;Calvas;Colaisaca
Loja;Calvas;El Lucero
Loja;Calvas;San Vicente - Calvas
Loja;Calvas;Sanguillín
Loja;Calvas;Utuana
Loja;Catamayo;Catamayo
Loja;Catamayo;El Tambo - Catamayo
Loja;Catamayo;Guayquichuma
Loja;Catamayo;San José - Catamayo
Loja;Catamayo;San Pedro de la Bendita
Loja;Catamayo;Zambi
Loja;Celica;Celica
Loja;Celica;Cruzpamba
Loja;Celica;Pózul
Loja;Celica;Sabanilla - Celica
Loja;Celica;Tnte. Maximiliano Rodríguez Loaiza
Loja;Chaguarpamba;Amarillos
Loja;Chaguarpamba;Buena Vista
Loja;Chaguarpamba;Chaguarpamba
Loja;Chaguarpamba;El Rosario - Chaguarpamba
Loja;Chaguarpamba;Santa Rufina
Loja;Espíndola;27 de Abril
Loja;Espíndola;Amaluza - Espíndola
Loja;Espíndola;Bellavista - Espíndola
Loja;Espíndola;El Airo
Loja;Espíndola;El Ingenio - Espíndola
Loja;Espíndola;Jimbura
Loja;Espíndola;Santa Teresita
Loja;Gonzanamá;Changaimina
Loja;Gonzanamá;Gonzanamá
Loja;Gonzanamá;Nambacola
Loja;Gonzanamá;Purunuma
Loja;Gonzanamá;Sacapalca
Loja;Loja;Chantaco
Loja;Loja;Chuquiribamba
Loja;Loja;El Cisne
Loja;Loja;El Sagrario - Loja
Loja;Loja;Gualel
Loja;Loja;Jimbilla
Loja;Loja;Malacatos
Loja;Loja;Quinara
Loja;Loja;San Lucas
Loja;Loja;San Pedro de Vilcabamba
Loja;Loja;San Sebastián - Loja
Loja;Loja;Santiago - Loja
Loja;Loja;Sucre - Loja
Loja;Loja;Taquil
Loja;Loja;Valle - Loja
Loja;Loja;Vilcabamba (Victoria)
Loja;Loja;Yangana
Loja;Macará;La Victoria - Macará
Loja;Macará;Larama
Loja;Macará;Macará
Loja;Macará;Sabiango
Loja;Olmedo - Loja;La Tingue
Loja;Olmedo - Loja;Olmedo - Olmedo, Loja
